Symptoms,frequency,similarity
courviosier - zeichen,"[0, 0, 2, 0, 3, 0, 0, 1, 3, 0, 0, 0, 0, 1, 2, 0, 0, 2, 1, 0, 1, 1, 0, 0, 0, 1, 2]",
mittlerer venendruck erhoeht,"[0, 0, 1, 1, 6, 0, 0, 2, 1, 0, 1, 1, 1, 2, 1, 0, 0, 4, 0, 3, 1, 1, 0, 0, 0, 0, 2]",
pseudomembranoese kolitis,"[1, 1, 0, 1, 4, 0, 0, 0, 2, 0, 1, 1, 2, 1, 3, 1, 0, 1, 3, 1, 1, 0, 0, 0, 0, 0, 1]",
ileus,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",
snuffle,"[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",
atmung anomal,"[3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 2, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1]",
tumor cell invasion,"[1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 2, 1, 2, 2, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 2]",
unsteady gait,"[2, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 1, 0, 1]",
abdominal bloating,"[3, 2, 0, 1, 0, 0, 1, 0, 2, 0, 0, 2, 1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",
meteorismus,"[0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0]",
blaehungen,"[1, 1, 0, 0, 2, 0, 1, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",
gravida 10,"[2, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]",
difficulty,"[0, 0, 1, 1, 0, 2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]",
presence of q wave,"[1, 0, 1, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 3]",
atrophie blanche,"[2, 1, 1, 0, 2, 0, 0, 2, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",
urinoma,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",
underweight,"[0, 0, 0, 1, 2, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]",
cardiovascular event,"[3, 0, 2, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 2, 1, 1, 1, 2, 0, 0, 0, 0, 1]",
achalasia,"[4, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
blut im stuhl,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 2]",
scratch marks,"[2, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 1]",
dyspareunia,"[2, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0]",
hypakusis,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0]",
tumorkachexie,"[1, 0, 1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",
proteinemia,"[1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",
throbbing sensation quality,"[2, 2, 0, 0, 1, 0, 1, 1, 3, 0, 0, 1, 0, 3, 2, 0, 1, 1, 2, 3, 1, 0, 0, 0, 1, 0, 2]",
claudication,"[2, 0, 2, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",
vitaminmangel,"[2, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",
cystic lesion,"[0, 0, 2, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 1, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 1]",
metastatic lesion,"[2, 0, 1, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 1]",
flare,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
cholesterin hoch,"[0, 0, 2, 0, 2, 0, 0, 3, 1, 0, 0, 1, 0, 1, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",
dysphonie,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",
erythrozytose,"[0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 2, 0, 0, 0, 0, 2, 1, 0]",
niereninsuffizienz,"[0, 0, 0, 0, 3, 2, 0, 0, 4, 0, 0, 0, 0, 4, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 2, 0]",
blaeschen,"[1, 1, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
zirrhose,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0]",
zerebrale hypoperfusion,"[1, 1, 0, 0, 4, 1, 0, 1, 1, 0, 0, 1, 0, 1, 2, 2, 0, 3, 1, 0, 1, 0, 0, 0, 1, 1, 1]",
paralysen und paresen,"[3, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 2, 0, 2, 2, 0, 1, 0, 0, 0, 1, 0, 2]",
benigne prostatahyperplasie,"[3, 1, 0, 0, 4, 0, 1, 1, 2, 0, 0, 1, 0, 2, 1, 3, 0, 2, 2, 2, 0, 0, 0, 0, 1, 0, 1]",
endokrines karzinom,"[1, 0, 0, 1, 2, 0, 0, 0, 2, 0, 2, 0, 1, 3, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 1]",
cornea verticillata,"[3, 0, 2, 0, 2, 0, 0, 0, 2, 0, 0, 2, 0, 1, 1, 0, 0, 2, 0, 2, 0, 1, 0, 0, 0, 0, 1]",
zeitlich - oertliche desorientierung,"[0, 0, 2, 1, 6, 0, 1, 2, 5, 0, 0, 2, 0, 2, 2, 0, 0, 3, 1, 3, 1, 0, 0, 0, 0, 1, 3]",
akuter drehschwindel,"[1, 0, 1, 2, 3, 0, 0, 2, 1, 0, 1, 1, 0, 1, 0, 0, 0, 2, 1, 1, 1, 0, 1, 0, 0, 0, 1]",
herzfrequenz anomal,"[2, 0, 0, 0, 3, 1, 0, 1, 0, 0, 0, 1, 1, 2, 1, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 2, 1]",
langsame sprache,"[3, 0, 1, 0, 2, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1]",
herzrasen,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0]",
polyglobulie,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 3, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",
phakektomie,"[1, 0, 0, 0, 2, 0, 0, 1, 1, 0, 2, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",
asthma cardiale,"[4, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",
gasbrand,"[2, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
erythrozytenzylinder im sediment vorhanden,"[1, 0, 0, 3, 6, 0, 0, 2, 3, 0, 0, 1, 2, 5, 2, 0, 0, 4, 1, 3, 0, 1, 0, 0, 3, 2, 3]",
regurgitation,"[1, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 2, 1, 0, 0, 0, 0, 0, 0]",
bewegungsschmerz,"[0, 1, 1, 0, 3, 0, 2, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 2, 0, 1, 0, 1, 0, 0, 1, 0]",
unbeabsichtigter gewichtsverlust,"[1, 2, 2, 0, 4, 0, 2, 2, 3, 0, 0, 1, 0, 1, 0, 0, 0, 2, 3, 4, 2, 1, 1, 0, 0, 0, 1]",
marisken,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
kopfschmerz unter koerperlicher belastung,"[1, 1, 2, 0, 6, 1, 1, 2, 1, 0, 2, 2, 1, 2, 2, 2, 0, 5, 2, 2, 2, 0, 0, 0, 0, 1, 3]",
ulzerationen ane,"[2, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 1, 0, 3, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1]",
hiv-kardiomyopathie,"[2, 0, 0, 1, 1, 0, 0, 2, 3, 0, 1, 0, 1, 0, 2, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]",
mekoniumileus,"[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 2, 1, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0]",
libidoverlust,"[0, 1, 0, 1, 1, 0, 0, 0, 2, 0, 0, 2, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",
hypoventilation,"[1, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 0, 2, 2, 1, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0]",
orthostatische dysregulation,"[2, 0, 1, 1, 2, 0, 1, 2, 2, 0, 0, 1, 0, 1, 3, 0, 0, 2, 3, 4, 1, 0, 0, 0, 1, 0, 1]",
anti-transglutaminase - antikoerper,"[5, 0, 0, 0, 3, 0, 1, 0, 3, 0, 1, 1, 1, 4, 1, 1, 0, 3, 2, 4, 1, 0, 0, 0, 0, 0, 2]",
retrognathie,"[1, 0, 0, 0, 2, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0]",
schwaechegefuehl,"[1, 0, 2, 0, 4, 1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",
schwaeche,"[1, 0, 2, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",
voellegefuehl,"[0, 0, 0, 0, 4, 1, 1, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",
malabsorption,"[2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",
unruhe,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0]",
affektive ambivalenz,"[3, 1, 0, 0, 3, 2, 0, 0, 2, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 1]",
bulbaerparalyse,"[3, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0]",
